Temp,Turbidity (cm),DO(mg/L),CO2,pH`,Alkalinity (mg L-1 ),Ammonia (mg L-1 ),Nitrite (mg L-1 ),Phosphorus (mg L-1 ),Plankton (No. L-1),Water Quality
67.4487248165457,10.1271479017666,0.208152597873743,10.1810839234681,4.75165740703128,218.364855075074,0.286053502596222,4.35531048805297,0.00598351962341156,6069.62401674555,2
64.6266659999542,94.0155952075645,11.434462673742,14.8605205716296,3.0851536815857,273.939691717738,0.096039616205455,2.18275270033924,0.00490608990099971,250.995959432654,2
65.1218417899778,90.6534622873011,12.4308646824155,12.3199799326154,9.64851512301191,220.812730115909,0.974500936759271,4.90175961911674,0.00697923428292538,7218.92747278867,2
1.64033373093172,0.0663439563166512,10.9635288980122,12.95520911903,4.81998839331818,266.571627557632,0.884864943773046,3.5718418208437,3.17447341996222,1230.06225226959,2
64.8634342830838,2.11917303971007,1.36173594885601,13.6031972477944,10.2440335011367,252.107999540264,0.801695181533167,4.65589801491906,3.85470053210051,1035.05481979777,2
3.01015405181823,10.4724680832537,12.7041143769407,10.0585578209776,12.7131079019202,279.751716390041,0.671318023024603,3.46685300201044,0.00622751908792917,7190.35388456773,2
70.599092094067,4.41147528983321,14.7859115655443,14.1513668897019,10.4740930064027,240.196735211972,0.171307743789837,4.76368653082531,4.75332330496777,6690.86721978341,2
80.8606937554782,96.6107019452929,0.715907355224689,13.137133439125,1.49019233054724,296.025650007154,0.470119542639187,2.96304092359948,0.00172782896744688,416.010692201106,2
81.2048433040614,11.5194888771695,2.21064729813504,14.9842163058911,0.0479666677027764,244.919793644786,0.0529254020268626,2.50942812723013,3.22290329505696,7460.41578893025,2
1.09815075330492,10.591560128811,8.6367602934416,10.2779430921738,0.00394431040072218,269.682212816798,0.652312619121409,4.63997578072386,0.00926232346569177,923.109049392627,2
13.8331547715561,92.041231994108,1.99420610946115,11.6113157845598,13.6526565318692,205.48674530818,0.668194585383419,3.34325667780927,4.02014935748975,906.044608108958,2
12.2574848720116,9.29309287627437,1.80577329826061,14.9253993080631,5.1133648907348,250.857215940504,0.211429387769872,4.55456579587804,0.00395923557458854,7271.88816117704,2
3.72309668917736,81.1455197204036,10.3629149969316,13.8951449484824,4.24416644188052,263.448867612684,0.926786858472808,2.4544427609827,4.55064762673457,81.1542092292965,2
75.789240674479,97.4029558517967,10.9100949296827,13.6040824382291,13.3452524629657,229.742149911899,0.19976089681703,2.17700782061004,0.00301412248723294,987.221833076816,2
60.6606805261031,87.8001733190087,0.550941128894172,13.6801257559861,4.80593159919844,249.680672601178,0.604847713293816,3.03043635469021,3.11847792015854,6956.17388339787,2
10.8712019556128,4.12614929710717,1.61378194671813,10.536795647969,1.86521216601987,286.283871226382,0.697605507301086,3.04116330158778,0.00445208915487229,7453.78449518008,2
83.6311234131864,98.8263900317306,0.527349252572432,14.3767124144295,2.85563394542651,240.94877556025,0.908869858868132,2.1773834144192,3.41740098039703,7218.78325992127,2
62.1609386288726,95.2331288433391,9.9787485399601,14.3380241646879,12.9945339876201,248.218433705958,0.687828393230189,2.73176335991749,0.00447431268842499,1268.88267310999,2
80.4986503828123,9.71162544535104,14.3004271390827,10.3066559999535,0.0663699192029994,279.894079706807,0.581108994603495,4.84139526710353,3.8253679729922,7355.44894754479,2
3.80416911466122,86.0651539664165,2.66777957376729,13.8764343615191,5.53490136653335,205.102694846944,0.0740592197281425,2.22765760933256,4.85981225377279,1331.65273051704,2
74.8252678173837,82.1627582693721,1.25083317885537,10.5043786297801,12.4827438507822,251.494801637067,0.77187545991804,3.72191211647788,3.03751772586044,6245.49101478497,2
